ItemCode,ItemName,ManufacturerName,ManufacturerItemDescription,UnitQty,Quantity,UnitOfMeasure,ItemPrice,UnitOfMeasurePrice,NormalizedName,מחלקה
7290108351118,"קוטל מעופפים 750 מ""ל",סנו,"קוטל מעופפים 750 מ""ל",מיליליטרים,750.0,"100 מ""ל",29.9,0.0399,קוטל מעופפים 750,לבדיקה ידנית
9001616702655,זוג מוצצים סיליקון ז,לא ידוע,זוג מוצצים סיליקון ז,יח',1.0,יח',39.3,39.3,זוג מוצצים סיליקון,לבדיקה ידנית
7290002608769,לחם מחמצת טוסקני דגנ,לא ידוע,לחם מחמצת טוסקני דגנ,יח',1.0,יח',19.1,19.1,לחם מחמצת טוסקני דגנ,לבדיקה ידנית
7290002129486,פיצה איטלקית דקה שלו,לא ידוע,פיצה איטלקית דקה שלו,גרמים,340.0,100 גרם,14.1,0.0415,פיצה איטלקית דקה שלו,לבדיקה ידנית
7290017142005,שמן קוקוס אורגני כתי,לא ידוע,שמן קוקוס אורגני כתי,מיליליטרים,320.0,"100 מ""ל",24.1,0.0753,שמן קוקוס אורגני כתי,לבדיקה ידנית
4067700014849,יגרמייסטר 700 מל,ייגרמייסטר,"יגרמייסטר 70 ס""ל כשר",מיליליטרים,700.0,"100 מ""ל",85.5,0.1221,יגרמייסטר,לבדיקה ידנית
7290003456284,"להקט מיקס 7.2 ק""ג","ביופט בע""מ",לה קט מיקס 9קג,יח',1.0,יח',111.1,111.1,להקט מיקס,לבדיקה ידנית
7290003060573,קמח כוסמין מלא מנופה,לא ידוע,קמח כוסמין מלא מנופה,יח',1.0,יח',13.1,13.1,קמח כוסמין מלא מנופה,לבדיקה ידנית
7290004658946,יין שרדונה פרייבט קו,כרמל מזרחי,יין שרדונה פרייבט קו,מיליליטרים,750.0,"100 מ""ל",43.8,0.0584,יין שרדונה פרייבט,לבדיקה ידנית
7290112493927,קרמיסימו ריבת חלב 1.,לא ידוע,קרמיסימו ריבת חלב 1.,יח',1.33,יח',21.5,16.1654,קרמיסימו ריבת חלב,לבדיקה ידנית
6807452794426,שיני שום קלוף יח',לא ידוע,שיני שום קלוף יח',גרמים,170.0,100 גרם,8.9,0.0524,שיני שום קלוף,לבדיקה ידנית
7290000106526,לקט להקפצה חגיגה ירו,לא ידוע,לקט להקפצה חגיגה ירו,גרמים,800.0,100 גרם,22.9,0.0286,לקט להקפצה חגיגה ירו,לבדיקה ידנית
7290004658953,יין סוביניון בלאן פר,כרמל מזרחי,יין סוביניון בלאן פר,מיליליטרים,750.0,"100 מ""ל",43.8,0.0584,יין סוביניון בלאן,לבדיקה ידנית
7290003060580,קמח חיטה מלא מנופה 1,לא ידוע,קמח חיטה מלא מנופה 1,יח',1.0,יח',7.6,7.6,קמח חיטה מלא מנופה,לבדיקה ידנית
7290118661382,שמן זית למאור פרימיו,לא ידוע,שמן זית למאור פרימיו,ליטרים,1.0,100 ליטר,24.9,24.9,שמן זית למאור פרימיו,לבדיקה ידנית
7290004658960,יין אמרלד ריזלינג פר,כרמל מזרחי,יין אמרלד ריזלינג פר,מיליליטרים,750.0,"100 מ""ל",43.8,0.0584,יין אמרלד ריזלינג,לבדיקה ידנית
7290008801010,ין קברנה /מרלו פרייב,כרמל מזרחי,ין קברנה /מרלו פרייב,מיליליטרים,750.0,"100 מ""ל",43.8,0.0584,קברנה מרלו פרייב,לבדיקה ידנית
5155655475064,הדום אחסון וישיבה מר,לא ידוע,הדום אחסון וישיבה מר,יח',1.0,יח',49.9,49.9,הדום אחסון וישיבה,לבדיקה ידנית
7290000522340,שמנת לבישול 15% 250,לא ידוע,שמנת לבישול 15% 250,מיליליטרים,250.0,"100 מ""ל",8.5,0.034,שמנת לבישול 250,לבדיקה ידנית
7290008801119,יין סוביניון בלאן סל,כרמל מזרחי,יין סוביניון בלאן סל,מיליליטרים,750.0,"100 מ""ל",31.7,0.0423,יין סוביניון בלאן,לבדיקה ידנית
7290008801157,יין מרלו סלקטד יקבי,כרמל מזרחי,יין מרלו סלקטד יקבי,מיליליטרים,750.0,"100 מ""ל",31.7,0.0423,יין מרלו סלקטד יקבי,לבדיקה ידנית
7290008801522,יין קונקורד קינג דיו,כרמל מזרחי,יין קונקורד קינג דיו,מיליליטרים,750.0,"100 מ""ל",18.9,0.0252,יין קונקורד קינג דיו,לבדיקה ידנית
7290002019763,פריניר עגב מרוסקות A,פריניר,פריניר עגב מרוסקות A,גרמים,800.0,100 גרם,9.0,0.0113,פריניר עגב מרוסקות a,לבדיקה ידנית
7290008801539,יין כרמל 120 קינג די,כרמל מזרחי,יין כרמל 120 קינג די,מיליליטרים,750.0,"100 מ""ל",18.9,0.0252,יין כרמל 120 קינג,לבדיקה ידנית
7290008801546,יין מוסקט מתוק קינג,כרמל מזרחי,יין מוסקט מתוק קינג,מיליליטרים,750.0,"100 מ""ל",18.9,0.0252,יין מוסקט מתוק קינג,לבדיקה ידנית
7290016136692,אקווה פרש שלישיה מנט,גלקסוסמיתקליין,אקווה פרש שלישיה מנט,מיליליטרים,100.0,"100 מ""ל",19.9,0.199,אקווה פרש שלישיה מנט,לבדיקה ידנית
7290004061487,טבעות עוף 700,לא ידוע,טבעות עוף 700,גרמים,700.0,100 גרם,13.1,0.0187,טבעות עוף 700,לבדיקה ידנית
7290008801843,יין קברנה סוביניון ס,כרמל מזרחי,יין קברנה סוביניון ס,מיליליטרים,750.0,"100 מ""ל",31.7,0.0423,יין קברנה סוביניון,לבדיקה ידנית
7290008801850,יין אמרלד ריזלינג סל,כרמל מזרחי,יין אמרלד ריזלינג סל,מיליליטרים,750.0,"100 מ""ל",31.7,0.0423,יין אמרלד ריזלינג,לבדיקה ידנית
7290008802291,יין מרלו פרייבט קולק,כרמל מזרחי,יין מרלו פרייבט קולק,מיליליטרים,750.0,"100 מ""ל",43.8,0.0584,יין מרלו פרייבט קולק,לבדיקה ידנית
7290008802512,יין וינו אדום יקבי כ,כרמל מזרחי,יין וינו אדום יקבי כ,מיליליטרים,750.0,"100 מ""ל",21.9,0.0292,יין וינו אדום יקבי,לבדיקה ידנית
7290008802529,יין וינו לבן יקבי כר,כרמל מזרחי,יין וינו לבן יקבי כר,מיליליטרים,750.0,"100 מ""ל",21.9,0.0292,יין וינו לבן יקבי,לבדיקה ידנית
7290008802895,יין קברנה סוביניון פ,כרמל מזרחי,יין קברנה סוביניון פ,מיליליטרים,750.0,"100 מ""ל",43.8,0.0584,יין קברנה סוביניון,לבדיקה ידנית
7777555511413,מגש סיליקון להכנת שו,לא ידוע,מגש סיליקון להכנת שו,יח',1.0,יח',10.0,10.0,מגש סיליקון להכנת,לבדיקה ידנית
7290008804189,יין קברנה סוביניון ג,כרמל מזרחי,יין קברנה סוביניון ג,מיליליטרים,750.0,"100 מ""ל",62.9,0.0839,יין קברנה סוביניון,לבדיקה ידנית
7290008804332,יין שיראז פרייבט קול,כרמל מזרחי,יין שיראז פרייבט קול,מיליליטרים,750.0,"100 מ""ל",43.8,0.0584,יין שיראז פרייבט קול,לבדיקה ידנית
5411188134985,אלפרו 3.5% שיבולת שו,לא ידוע,אלפרו 3.5% שיבולת שו,יח',1.0,יח',13.9,13.9,אלפרו שיבולת,לבדיקה ידנית
7290001775158,קשיו קלוי,לא ידוע,קשיו קלוי,קילוגרמים,1.0,"ק""ג",95.0,95.0,קשיו קלוי,לבדיקה ידנית
7290016733006,אציטון רמי לוי 100 מ,לא ידוע,אציטון רמי לוי 100 מ,גרמים,100.0,100 גרם,4.4,0.044,אציטון רמי לוי 100,לבדיקה ידנית
7290008805049,יין רוזה סלקטד יקבי,כרמל מזרחי,יין רוזה סלקטד יקבי,מיליליטרים,750.0,"100 מ""ל",31.7,0.0423,יין רוזה סלקטד יקבי,לבדיקה ידנית
9310072028743,טים טם ביסקוויט במיל,טים טם,טים טם ביסקוויט במיל,גרמים,200.0,100 גרם,22.9,0.1145,טים ביסקוויט במיל,לבדיקה ידנית
7290008805384,יין מוסקטו סלקטד יקב,כרמל מזרחי,יין מוסקטו סלקטד יקב,מיליליטרים,750.0,"100 מ""ל",31.7,0.0423,יין מוסקטו סלקטד יקב,לבדיקה ידנית
7290008805520,יין קברנה /מרלו סלקט,כרמל מזרחי,יין קברנה /מרלו סלקט,מיליליטרים,750.0,"100 מ""ל",31.7,0.0423,יין קברנה מרלו סלקט,לבדיקה ידנית
9310072028750,טים טם ביסקוויט שוקו,טים טם,טים טם ביסקוויט שוקו,גרמים,200.0,100 גרם,22.9,0.1145,טים ביסקוויט שוקו,לבדיקה ידנית
7290008805964,יין קברנה שיראז גליל,כרמל מזרחי,יין קברנה שיראז גליל,מיליליטרים,750.0,"100 מ""ל",62.9,0.0839,יין קברנה שיראז גליל,לבדיקה ידנית
7290108275568,כפית לבן 100 יחידות,לא ידוע,כפית לבן 100 יחידות,יח',1.0,יח',5.9,5.9,כפית לבן,לבדיקה ידנית
7290016372342,עגבניות חתוכות לקובי,לא ידוע,עגבניות חתוכות לקובי,גרמים,720.0,100 גרם,21.1,0.0293,עגבניות חתוכות לקובי,לבדיקה ידנית
7290016523447,אטריות ביצים 300 ג',לא ידוע,אטריות ביצים 300 ג',גרמים,300.0,100 גרם,7.8,0.026,אטריות ביצים,לבדיקה ידנית
7290107951111,בפלות לימון 200 גר ב,לא ידוע,בפלות לימון 200 גר ב,גרמים,200.0,100 גרם,4.6,0.023,בפלות לימון 200,לבדיקה ידנית
7290107950206,מעדן שטראוס דיאט שוק,שטראוס,מעדן שטראוס דיאט שוק,גרמים,130.0,100 גרם,3.4,0.0262,מעדן שטראוס דיאט שוק,לבדיקה ידנית
7290005896453,מכבי 7.9% חוזר 500 מ,טמפו,גולדסטאר חוזר 500 בקבוק 2,מיליליטרים,500.0,"100 מ""ל",7.4,0.0148,מכבי חוזר 500,לבדיקה ידנית
5900352001821,מלה שוקולד לימון 190,יעד ממתקים,מלה שוקולד לימון 190,גרמים,190.0,100 גרם,10.0,0.0526,מלה שוקולד לימון 190,לבדיקה ידנית
5900352002576,גלרטקה אוכמניות 190,יעד ממתקים,גלרטקה אוכמניות 190,גרמים,190.0,100 גרם,10.0,0.0526,גלרטקה אוכמניות 190,לבדיקה ידנית
7290108275537,סכין לבן 100 יח,לא ידוע,סכין לבן 100 יח,יח',1.0,יח',6.9,6.9,סכין לבן,לבדיקה ידנית
5202287008075,צלחות קטנות לבן 50 י,לא ידוע,צלחות קטנות לבן 50 י,יח',1.0,יח',5.9,5.9,צלחות קטנות לבן,לבדיקה ידנית
7290000340500,סלרי חתוך,לא ידוע,סלרי חתוך,יח',1.0,יח',4.9,4.9,סלרי חתוך,לבדיקה ידנית
7290013145277,עלים לקרמשניט 300 גר,לא ידוע,עלים לקרמשניט 300 גר,גרמים,300.0,100 גרם,16.9,0.0563,עלים לקרמשניט 300,לבדיקה ידנית
8715700110158,ממרח לייט היינץ 490,לא ידוע,ממרח לייט היינץ 490,גרמים,490.0,100 גרם,12.9,0.0263,ממרח לייט היינץ 490,לבדיקה ידנית
7290111566103,טבעול פלאפל ביתי 590,לא ידוע,טבעול פלאפל ביתי 590,גרמים,590.0,100 גרם,30.3,0.0514,טבעול פלאפל ביתי 590,לבדיקה ידנית
7290012645389,יוגורט ביו עיזים טבע,לא ידוע,יוגורט ביו עיזים טבע,ליטרים,1.0,ליטר,22.2,22.2,יוגורט ביו עיזים טבע,לבדיקה ידנית
7290002814528,סנט מוריץ מס' 1 לאסל,סנט מוריץ,סנט מוריץ מס' 1 לאסל,ליטרים,1.0,ליטר,5.9,5.9,סנט מוריץ לאסל,לבדיקה ידנית
7290016733761,רוטב לימון משומר 1 ל,לא ידוע,רוטב לימון משומר 1 ל,ליטרים,1.0,ליטר,5.6,5.6,רוטב לימון משומר,לבדיקה ידנית
7290006784346,תרסיס לניקוי שטיחים,לא ידוע,תרסיס לניקוי שטיחים,מיליליטרים,630.0,"100 מ""ל",13.9,0.0221,תרסיס לניקוי שטיחים,לבדיקה ידנית
4007745058804,מיונז אורגני 340 גרם,לא ידוע,מיונז אורגני 340 גרם,גרמים,340.0,100 גרם,24.0,0.0706,מיונז אורגני,לבדיקה ידנית
9001616702662,זוג מוצצים סיליקון פ,לא ידוע,זוג מוצצים סיליקון פ,יח',1.0,יח',39.3,39.3,זוג מוצצים סיליקון,לבדיקה ידנית
7290000137513,גלידונית קרמיסימו ונ,שטראוס,גלידונית קרמיסימו ונ,גרמים,630.0,100 גרם,44.9,0.0713,גלידונית קרמיסימו,לבדיקה ידנית
7290000137643,שלגוני טעמקור בטעם ש,שטראוס,שלגוני טעמקור בטעם ש,יח',1.0,יח',34.5,34.5,שלגוני טעמקור,לבדיקה ידנית
7290111566226,טבעול שניצל ברוקולי,לא ידוע,טבעול שניצל ברוקולי,גרמים,667.0,100 גרם,29.9,0.0448,טבעול שניצל ברוקולי,לבדיקה ידנית
7290014890589,יוגורט יוני 850 גר,לא ידוע,יוגורט יוני 850 גר,גרמים,850.0,100 גרם,21.9,0.0258,יוגורט יוני 850,לבדיקה ידנית
7290001327791,שטראוס קרמיסימו עוגי,קרמיסימו,שטראוס קרמיסימו עוגי,ליטרים,1.33,ליטר,21.5,16.1654,שטראוס קרמיסימו עוגי,לבדיקה ידנית
7290003457991,טילון קורנטו קלאסיקו,שטראוס,טילון קורנטו קלאסיקו,גרמים,300.0,100 גרם,29.9,0.0997,טילון קורנטו קלאסיקו,לבדיקה ידנית
7290004554354,פנטסיה שוקו וניל 900,השוואת מחירונים,פנטסיה שוקו וניל 900,מיליליטרים,900.0,"100 מ""ל",22.9,0.0254,פנטסיה שוקו וניל 900,לבדיקה ידנית
7290004554903,גלידת פנטזיה שוקו ונ,שטראוס,גלידת פנטזיה שוקו ונ,מיליליטרים,900.0,"100 מ""ל",22.9,0.0254,גלידת פנטזיה שוקו,לבדיקה ידנית
7290006681003,קרמיסימו תות לימון ס,קרמיסימו,קרמיסימו תות לימון ס,ליטרים,1.33,ליטר,21.5,16.1654,קרמיסימו תות לימון,לבדיקה ידנית
7290008806961,קרמיסימו שוקולד שבבי,קרמיסימו,קרמיסימו שוקולד שבבי,ליטרים,1.33,ליטר,21.5,16.1654,קרמיסימו שוקולד שבבי,לבדיקה ידנית
7290008806985,נשנושים שטראוס קרמיס,קרמיסימו,נשנושים שטראוס קרמיס,גרמים,630.0,100 גרם,44.9,0.0713,נשנושים שטראוס קרמיס,לבדיקה ידנית
7290011081492,קרמיסימו שלושה שוקול,קרמיסימו,קרמיסימו שלושה שוקול,ליטרים,1.33,ליטר,21.5,16.1654,קרמיסימו שלושה שוקול,לבדיקה ידנית
7290011081690,קרמיסימו פרווה שוקו,קרמיסימו,קרמיסימו פרווה שוקו,ליטרים,1.33,ליטר,21.5,16.1654,קרמיסימו פרווה שוקו,לבדיקה ידנית
7290013267665,מאגדת שלגוני מיני סו,לא ידוע,מאגדת שלגוני מיני סו,גרמים,354.0,100 גרם,23.9,0.0675,מאגדת שלגוני מיני,לבדיקה ידנית
7290002782759,קרם גוף מס' 2 פנינה,פנינה רוזנבלום,קרם גוף מס' 2 פנינה,מיליליטרים,340.0,"100 מ""ל",24.9,0.0732,קרם גוף פנינה,לבדיקה ידנית
7290002782131,דאודורנט ספריי מס' 1,פנינה רוזנבלום,דאודורנט ספריי מס' 1,מיליליטרים,150.0,"100 מ""ל",24.9,0.166,דאודורנט ספריי,לבדיקה ידנית
7290003258284,"קרם גוף מס' 3 350 מ""",פנינה רוזנבלום,"קרם גוף מס' 3 350 מ""",מיליליטרים,350.0,"100 מ""ל",31.9,0.0911,קרם גוף 350,לבדיקה ידנית
7290003258291,דאודורנט ספריי לנשים,פנינה רוזנבלום,דאודורנט ספריי לנשים,מיליליטרים,150.0,"100 מ""ל",17.9,0.1193,דאודורנט ספריי לנשים,לבדיקה ידנית
7290005500688,"מסיכה לשיער 1 ק""ג פנ",פנינה רוזנבלום,"מסיכה לשיער 1 ק""ג פנ",יח',1.0,יח',27.9,27.9,מסיכה לשיער,לבדיקה ידנית
7290005500916,קרם ידיים מטפח 100 מ,פנינה רוזנבלום,קרם ידיים מטפח 100 מ,מיליליטרים,100.0,"100 מ""ל",10.9,0.109,קרם ידיים מטפח 100,לבדיקה ידנית
7290006185198,קרם לחות לשיער מתולת,פנינה רוזנבלום,קרם לחות לשיער מתולת,מיליליטרים,400.0,"100 מ""ל",17.9,0.0447,קרם לחות לשיער מתולת,לבדיקה ידנית
7290017872889,גלילונית לאשפה לארג,לא ידוע,גלילונית לאשפה לארג,יח',22.0,יח',22.2,1.0091,גלילונית לאשפה לארג,לבדיקה ידנית
7290112001221,קולון מנקה מכונה רגי,לא ידוע,קולון מנקה מכונה רגי,מיליליטרים,250.0,"100 מ""ל",24.1,0.0964,קולון מנקה מכונה רגי,לבדיקה ידנית
7290006185501,אל סבון נוזלי ורוד 1,פנינה רוזנבלום,אל סבון נוזלי ורוד 1,ליטרים,1.0,ליטר,9.9,9.9,סבון נוזלי ורוד,לבדיקה ידנית
7290006185518,אל סבון נוזלי כחול 1,פנינה רוזנבלום,אל סבון נוזלי כחול 1,ליטרים,1.0,ליטר,9.9,9.9,סבון נוזלי כחול,לבדיקה ידנית
7296168158766,אלכוהול 70%,לא ידוע,אלכוהול 70%,יח',1.0,יח',10.0,10.0,אלכוהול,לבדיקה ידנית
7290010718627,אל סבון נוזלי ירוק 1,פנינה רוזנבלום,אל סבון נוזלי ירוק 1,ליטרים,1.0,ליטר,9.9,9.9,סבון נוזלי ירוק,לבדיקה ידנית
7290112491787,בייגלה דקים ושומשום,לא ידוע,בייגלה דקים ושומשום,גרמים,300.0,100 גרם,9.9,0.033,בייגלה דקים ושומשום,לבדיקה ידנית
7290010718634,סבון נוזלי לבן 1 ליט,פנינה רוזנבלום,סבון נוזלי לבן 1 ליט,ליטרים,1.0,ליטר,9.9,9.9,סבון נוזלי לבן ליט,לבדיקה ידנית
7290011668136,מסיכה לשיער מחליקה 1,פנינה רוזנבלום,מסיכה לשיער מחליקה 1,ליטרים,1.0,ליטר,27.9,27.9,מסיכה לשיער מחליקה,לבדיקה ידנית
7290011668143,"מסיכה משקמת 1 ק""ג פנ",פנינה רוזנבלום,"מסיכה משקמת 1 ק""ג פנ",ליטרים,1.0,ליטר,27.9,27.9,מסיכה משקמת,לבדיקה ידנית
7290112966445,במבה מתוקה 100 גרם,לא ידוע,במבה מתוקה 100 גרם,גרמים,100.0,100 גרם,8.0,0.08,במבה מתוקה,לבדיקה ידנית
3600542432085,קולור נטורלס גוון 4.,לא ידוע,קולור נטורלס גוון 4.,יח',1.0,יח',19.9,19.9,קולור נטורלס גוון,לבדיקה ידנית
7290018394038,פטריות שיטאקה מיובשו,לא ידוע,פטריות שיטאקה מיובשו,גרמים,25.0,100 גרם,7.9,0.316,פטריות שיטאקה מיובשו,לבדיקה ידנית
5411188135005,אלפרו 1.8% שיבולת שו,לא ידוע,אלפרו 1.8% שיבולת שו,יח',1.0,יח',13.9,13.9,אלפרו שיבולת,לבדיקה ידנית
7290112492487,פינוק שמפו שמן מרוקא,לא ידוע,פינוק שמפו שמן מרוקא,מיליליטרים,700.0,"100 מ""ל",11.9,0.017,פינוק שמפו שמן מרוקא,לבדיקה ידנית
7290002684176,כרעיים עוף טרי ארוז,לא ידוע,כרעיים עוף טרי ארוז,קילוגרמים,1.0,"ק""ג",24.9,24.9,כרעיים עוף טרי ארוז,לבדיקה ידנית
7290110579272,פומודורו רוטב עגבניו,לא ידוע,פומודורו רוטב עגבניו,גרמים,350.0,100 גרם,10.8,0.0309,פומודורו רוטב עגבניו,לבדיקה ידנית
8006540769782,אולוויז מגן תחתון פר,לא ידוע,אולוויז מגן תחתון פר,יח',60.0,יח',18.9,0.315,אולוויז מגן תחתון,לבדיקה ידנית
7290019056362,תפוזינה בטעם ענבים 1,לא ידוע,תפוזינה בטעם ענבים 1,ליטרים,1.5,ליטר,6.9,4.6,תפוזינה ענבים,לבדיקה ידנית
87900461094,מארז 5 חוברות מתכוני,לא ידוע,מארז 5 חוברות מתכוני,יח',1.0,יח',89.9,89.9,חוברות מתכוני,לבדיקה ידנית
4750616006427,מקרל על הגריל ברוטב,לא ידוע,מקרל על הגריל ברוטב,גרמים,190.0,100 גרם,14.9,0.0784,מקרל הגריל ברוטב,לבדיקה ידנית
7290119670161,קטשופ 750גר רמילוי,לא ידוע,קטשופ 750גר רמילוי,גרמים,720.0,100 גרם,8.0,0.0111,קטשופ 750גר רמילוי,לבדיקה ידנית
7290114313018,משקה חלב נטול לקטוז,לא ידוע,משקה חלב נטול לקטוז,מיליליטרים,1000.0,"100 מ""ל",10.8,0.0108,משקה חלב נטול לקטוז,לבדיקה ידנית
7290112005083,וניש אבקה לכביסה צבע,לא ידוע,וניש אבקה לכביסה צבע,קילוגרמים,1.5,"ק""ג",40.2,26.8,וניש אבקה לכביסה צבע,לבדיקה ידנית
7290118075240,שיפודי עץ במבוק יקיט,לא ידוע,שיפודי עץ במבוק יקיט,יח',1.0,יח',6.0,6.0,שיפודי במבוק יקיט,לבדיקה ידנית
7290018296660,לחם שיבולת שועל 100%,לא ידוע,לחם שיבולת שועל 100%,גרמים,500.0,100 גרם,15.9,0.0318,לחם שיבולת שועל 100,לבדיקה ידנית
7290006439444,אורז בסמתי 'גולד' מו,לא ידוע,אורז בסמתי 'גולד' מו,יח',1.0,יח',11.7,11.7,אורז בסמתי גולד,לבדיקה ידנית
7290001680247,סוכריות קשות,לא ידוע,סוכריות קשות,קילוגרמים,1.0,"ק""ג",60.0,60.0,סוכריות קשות,לבדיקה ידנית
7290118075257,שיפודי עץ במבוק ענקי,לא ידוע,שיפודי עץ במבוק ענקי,יח',1.0,יח',5.0,5.0,שיפודי במבוק ענקי,לבדיקה ידנית
37600297943,מטבל סלסה חריף- צ'י,לא ידוע,מטבל סלסה חריף- צ'י,מיליליטרים,439.0,"100 מ""ל",19.1,0.0435,מטבל סלסה חריף,לבדיקה ידנית
4840008019521,עוגיות אוזניים פרנזל,לא ידוע,עוגיות אוזניים פרנזל,גרמים,350.0,100 גרם,15.0,0.0429,עוגיות אוזניים פרנזל,לבדיקה ידנית
7290108352474,סנומוד מטהר אוויר לי,לא ידוע,סנומוד מטהר אוויר לי,מיליליטרים,150.0,"100 מ""ל",9.9,0.066,סנומוד מטהר אוויר,לבדיקה ידנית
7290003438006,ממרח פסטו איטלקי אול,אוליביה,ממרח פסטו איטלקי,גרמים,190.0,100 גרם,14.5,0.0763,ממרח פסטו איטלקי אול,לבדיקה ידנית
7290117389294,מאסטר שף מיני קרוטונ,לא ידוע,מאסטר שף מיני קרוטונ,גרמים,350.0,100 גרם,19.1,0.0546,מאסטר מיני קרוטונ,לבדיקה ידנית
7290118075882,קיסמי שיניים פלסטיק,לא ידוע,קיסמי שיניים פלסטיק,יח',1.0,יח',9.0,9.0,קיסמי שיניים פלסטיק,לבדיקה ידנית
7290111343841,ספוגית הקסם נירוסטה,לא ידוע,ספוגית הקסם נירוסטה,יח',1.0,יח',10.0,10.0,ספוגית הקסם נירוסטה,לבדיקה ידנית
7290110568559,מארז דוריטוס חמוץ חר,לא ידוע,מארז דוריטוס חמוץ חר,גרמים,250.0,100 גרם,14.8,0.0592,דוריטוס חמוץ,לבדיקה ידנית
7290003438013,ממרח זיתים ירוקים או,אוליביה,ממרח זיתים ירוקים,גרמים,190.0,100 גרם,14.5,0.0763,ממרח זיתים ירוקים,לבדיקה ידנית
80926481,מסטיק מנטוס ביג אבטי,לא ידוע,מסטיק מנטוס ביג אבטי,גרמים,90.0,100 גרם,17.9,0.1989,מסטיק מנטוס ביג אבטי,לבדיקה ידנית
5566774572532,סכין שף סנטוקו,לא ידוע,סכין שף סנטוקו,יח',1.0,יח',25.2,25.2,סכין סנטוקו,לבדיקה ידנית
7290111344145,ניקול זוג מטליות מיק,לא ידוע,ניקול זוג מטליות מיק,יח',1.0,יח',30.0,30.0,ניקול זוג מטליות מיק,לבדיקה ידנית
8005110170300,מוטי פולפה עגבניות ש,לא ידוע,מוטי פולפה עגבניות ש,קילוגרמים,1.2,"ק""ג",19.8,16.5,מוטי פולפה עגבניות,לבדיקה ידנית
7290108353037,סנו סושי 4 תבניות אפ,לא ידוע,סנו סושי 4 תבניות אפ,יח',1.0,יח',11.9,11.9,סנו סושי תבניות,לבדיקה ידנית
7290003438020,ממרח עגבניות מיובשות,אוליביה,ממרח עגבניות מיובשות,גרמים,190.0,100 גרם,14.5,0.0763,ממרח עגבניות מיובשות,לבדיקה ידנית
7290118075899,קיסמי שיניים פלסטיק,לא ידוע,קיסמי שיניים פלסטיק,יח',1.0,יח',9.0,9.0,קיסמי שיניים פלסטיק,לבדיקה ידנית
80974215,מסטיק מנטוס ביג תות,לא ידוע,מסטיק מנטוס ביג תות,יח',1.0,יח',16.9,16.9,מסטיק מנטוס ביג תות,לבדיקה ידנית
7290108356106,כייף תחליב רחצה שקד,לא ידוע,כייף תחליב רחצה שקד,מיליליטרים,700.0,"100 מ""ל",9.9,0.0141,כייף תחליב רחצה שקד,לבדיקה ידנית
7290110568566,מארז דוריטוס גריל 25,לא ידוע,מארז דוריטוס גריל 25,גרמים,250.0,100 גרם,14.8,0.0592,דוריטוס גריל,לבדיקה ידנית
7290115405699,פחזניות מילוי וניל כ,לא ידוע,פחזניות מילוי וניל כ,גרמים,180.0,100 גרם,17.9,0.0994,פחזניות מילוי וניל,לבדיקה ידנית
7290108352481,סנומוד מטהר אוויר נר,לא ידוע,סנומוד מטהר אוויר נר,מיליליטרים,150.0,"100 מ""ל",9.9,0.066,סנומוד מטהר אוויר,לבדיקה ידנית
4610082660069,"שוקולד מריר ללת""ס שק",לא ידוע,"שוקולד מריר ללת""ס שק",יח',1.0,יח',14.9,14.9,שוקולד מריר ללת,לבדיקה ידנית
4006387135935,קנקן בריטה מרלה לבן,לא ידוע,קנקן בריטה מרלה לבן,יח',1.0,יח',159.0,159.0,קנקן בריטה מרלה לבן,לבדיקה ידנית
7290121040761,"סט מחבתות 24+28 ס""מ",לא ידוע,"סט מחבתות 24+28 ס""מ",יחידה,0.0,יחידה,69.9,0.0,מחבתות,לבדיקה ידנית
7290118073857,תבנית הפלא לתנור 30*,לא ידוע,תבנית הפלא לתנור 30*,יח',1.0,יח',39.9,39.9,תבנית הפלא לתנור,לבדיקה ידנית
7290017031514,קרם לחות לשיער סטייל,לא ידוע,קרם לחות לשיער סטייל,מיליליטרים,400.0,"100 מ""ל",28.2,0.0705,קרם לחות לשיער סטייל,לבדיקה ידנית
7290010650705,אפונת שלג,לא ידוע,אפונת שלג,יח',1.0,יח',16.9,16.9,אפונת שלג,לבדיקה ידנית
7290108275704,ניילון נצמד 45/150,לא ידוע,ניילון נצמד 45/150,יח',1.0,יח',25.9,25.9,ניילון נצמד 150,לבדיקה ידנית
7290115202434,צבר חומוס עם זעתר 37,לא ידוע,צבר חומוס עם זעתר 37,גרמים,375.0,100 גרם,11.5,0.0307,צבר חומוס זעתר,לבדיקה ידנית
5410126006377,לוטוס עוגיות סנדויץ,לא ידוע,לוטוס עוגיות סנדויץ,גרמים,150.0,100 גרם,9.0,0.06,לוטוס עוגיות סנדויץ,לבדיקה ידנית
7290110579708,עלית פרפקט ביט אגוזי,לא ידוע,עלית פרפקט ביט אגוזי,גרמים,228.0,100 גרם,19.9,0.0873,עלית פרפקט ביט אגוזי,לבדיקה ידנית
7290018443545,פלפל צילי אדום 200 ג,לא ידוע,פלפל צילי אדום 200 ג,גרמים,200.0,100 גרם,6.9,0.0345,פלפל צילי אדום,לבדיקה ידנית
7290015161459,חומץ תפוחים אורגני מ,לא ידוע,חומץ תפוחים אורגני מ,גרמים,750.0,100 גרם,18.5,0.0247,חומץ תפוחים אורגני,לבדיקה ידנית
