ItemCode,ItemName,ManufacturerName,ManufacturerItemDescription,UnitQty,Quantity,UnitOfMeasure,ItemPrice,UnitOfMeasurePrice,NormalizedName,מחלקה
7290017121895,סחוג אדום 140 גרם,לא ידוע,סחוג אדום 140 גרם,גרמים,140.0,100 גרם,9.9,0.0707,סחוג אדום,לבדיקה ידנית
4820229031311,חורטיצה פלטינום 700,לא ידוע,חורטיצה פלטינום 700,מיליליטרים,700.0,"100 מ""ל",60.6,0.0866,חורטיצה פלטינום 700,לבדיקה ידנית
7290003361144,ברמונדי טרי נקי בווא,לא ידוע,ברמונדי טרי נקי בווא,קילוגרמים,1.0,"ק""ג",89.9,89.9,ברמונדי טרי נקי בווא,לבדיקה ידנית
7290119421008,סודה לשתיה צנצנת 500,לא ידוע,סודה לשתיה צנצנת 500,גרמים,500.0,100 גרם,12.5,0.025,סודה לשתיה צנצנת 500,לבדיקה ידנית
7290113193369,בית השיטה תרסיס שמן,לא ידוע,בית השיטה תרסיס שמן,מיליליטרים,150.0,"100 מ""ל",12.9,0.086,בית השיטה תרסיס שמן,לבדיקה ידנית
7290018443866,חסה לליק,לא ידוע,חסה לליק,יח',1.0,יח',10.9,10.9,חסה לליק,לבדיקה ידנית
7290111344565,שקיות זיפר במארז משו,לא ידוע,שקיות זיפר במארז משו,יח',1.0,יח',13.0,13.0,שקיות זיפר במארז משו,לבדיקה ידנית
7290116053097,צלחת עמוקה זכוכית,לא ידוע,צלחת עמוקה זכוכית,יח',1.0,יח',6.0,6.0,צלחת עמוקה זכוכית,לבדיקה ידנית
7290116055671,כוסות שתיה חמה ענקיו,לא ידוע,כוסות שתיה חמה ענקיו,יח',1.0,יח',9.9,9.9,כוסות שתיה חמה ענקיו,לבדיקה ידנית
7290102392049,"גבינה לאפיה תבור לל""",משק צוריאל,"גבינה לאפיה תבור לל""",גרמים,500.0,100 גרם,27.9,0.0558,גבינה לאפיה תבור,לבדיקה ידנית
9044400855502,סוכריות פז 1+3 מילוי,לא ידוע,סוכריות פז 1+3 מילוי,יח',1.0,יח',12.9,12.9,סוכריות מילוי,לבדיקה ידנית
7290020174246,פטריות שמפניון רמי ל,לא ידוע,פטריות שמפניון רמי ל,יח',1.0,יח',13.9,13.9,פטריות שמפניון רמי,לבדיקה ידנית
7290001464108,פילה סלמון קפוא בארי,לא ידוע,פילה סלמון קפוא בארי,קילוגרמים,1.0,"ק""ג",79.8,79.8,פילה סלמון קפוא בארי,לבדיקה ידנית
7290018564950,רביולי ארטישוק טבעונ,לא ידוע,רביולי ארטישוק טבעונ,גרמים,350.0,100 גרם,19.8,0.0566,רביולי ארטישוק טבעונ,לבדיקה ידנית
7290000000502,אננס מובחר,לא ידוע,אננס מובחר,קילוגרמים,1.0,"ק""ג",13.9,13.9,אננס מובחר,לבדיקה ידנית
7290109921075,דזיטול מחטא בגדים 50,לא ידוע,דזיטול מחטא בגדים 50,מיליליטרים,500.0,"100 מ""ל",11.1,0.0222,דזיטול מחטא בגדים,לבדיקה ידנית
7613039770450,טבעול בורגר צמחוני 2,לא ידוע,טבעול בורגר צמחוני 2,גרמים,226.0,100 גרם,34.8,0.154,טבעול בורגר צמחוני,לבדיקה ידנית
7290018493076,אפקטיב קר קרם ידיים,לא ידוע,אפקטיב קר קרם ידיים,מיליליטרים,100.0,"100 מ""ל",15.9,0.159,אפקטיב קרם ידיים,לבדיקה ידנית
6009821120571,ענב אדום יבוא רמי לו,לא ידוע,ענב אדום יבוא רמי לו,גרמים,500.0,100 גרם,15.9,0.0318,ענב אדום יבוא רמי,לבדיקה ידנית
7290112198228,פרצל'ס מסובבים עם בצ,לא ידוע,פרצל'ס מסובבים עם בצ,גרמים,200.0,100 גרם,9.0,0.045,פרצל מסובבים,לבדיקה ידנית
8683130042557,סיף פנטסטיק קרם רענן,לא ידוע,סיף פנטסטיק קרם רענן,מיליליטרים,500.0,"100 מ""ל",11.9,0.0238,סיף פנטסטיק קרם רענן,לבדיקה ידנית
7290001591598,פטריות שלם 80אוז  40,לא ידוע,פטריות שלם 80אוז  40,גרמים,400.0,100 גרם,7.0,0.0175,פטריות שלם 80אוז,לבדיקה ידנית
7290119776290,משקה מוגז בטעם אשכול,לא ידוע,משקה מוגז בטעם אשכול,ליטרים,1.5,ליטר,7.2,4.8,משקה מוגז אשכול,לבדיקה ידנית
7290019635215,גבינה בשלה עובש לבן,לא ידוע,גבינה בשלה עובש לבן,גרמים,130.0,100 גרם,16.1,0.1238,גבינה בשלה עובש לבן,לבדיקה ידנית
7290118661504,צינור גמיש לאמבטיה 1,לא ידוע,צינור גמיש לאמבטיה 1,יח',1.0,יח',20.2,20.2,צינור גמיש לאמבטיה,לבדיקה ידנית
649870167941,חטיף נייטיב נתחי חזה,לא ידוע,חטיף נייטיב נתחי חזה,יח',1.0,יח',15.1,15.1,חטיף נייטיב נתחי חזה,לבדיקה ידנית
4000539280740,לינדט אקסלנס 78% מוצ,לא ידוע,לינדט אקסלנס 78% מוצ,גרמים,100.0,100 גרם,22.7,0.227,לינדט אקסלנס מוצ,לבדיקה ידנית
7290019078494,מארז חטיף מרציפן נטו,לא ידוע,מארז חטיף מרציפן נטו,גרמים,350.0,100 גרם,27.1,0.0774,חטיף מרציפן נטו,לבדיקה ידנית
7290016867299,לחמניות כוסמין מלא 8,לא ידוע,לחמניות כוסמין מלא 8,גרמים,428.0,100 גרם,18.9,0.0442,לחמניות כוסמין מלא,לבדיקה ידנית
80995128,מנטוס מסטיק הדרים 60,לא ידוע,מנטוס מסטיק הדרים 60,יח',1.0,יח',10.9,10.9,מנטוס מסטיק הדרים,לבדיקה ידנית
7394376620904,משקה אוטלי שיבולת שו,לא ידוע,משקה אוטלי שיבולת שו,ליטרים,1.0,ליטר,14.9,14.9,משקה אוטלי שיבולת,לבדיקה ידנית
7290108620245,תירוש לבן מובחר 100%,לא ידוע,תירוש לבן מובחר 100%,יח',1.0,יח',16.8,16.8,תירוש לבן מובחר 100,לבדיקה ידנית
7290017599274,סוכרזית סטיוויה 120,לא ידוע,סוכרזית סטיוויה 120,יח',1.0,יח',29.9,29.9,סוכרזית סטיוויה 120,לבדיקה ידנית
7290110577735,קפסולות קפה אספרסו 1,לא ידוע,קפסולות קפה אספרסו 1,גרמים,200.0,100 גרם,49.9,0.2495,קפסולות קפה אספרסו,לבדיקה ידנית
7290018711774,אבקת מרק 400 גר,לא ידוע,אבקת מרק 400 גר,גרמים,400.0,100 גרם,10.0,0.025,אבקת מרק 400,לבדיקה ידנית
7290102392094,חלב עיזים מלא 3.7% מ,משק צוריאל,חלב עיזים מלא 3.7% מ,ליטרים,1.0,ליטר,16.9,16.9,חלב עיזים מלא,לבדיקה ידנית
7290018400968,סנפרוסט טריו שורשים,לא ידוע,סנפרוסט טריו שורשים,גרמים,800.0,100 גרם,24.9,0.0311,סנפרוסט טריו שורשים,לבדיקה ידנית
7290018566152,פיסטוק * 150 גר בקופ,לא ידוע,פיסטוק * 150 גר בקופ,גרמים,150.0,100 גרם,20.2,0.1347,פיסטוק 150 בקופ,לבדיקה ידנית
7290002083184,גבינה צהובה גאודה 28,לא ידוע,גבינה צהובה גאודה 28,קילוגרמים,1.0,"ק""ג",32.0,32.0,גבינה צהובה גאודה,לבדיקה ידנית
7290119040308,עוגיות וניל צאנקס לב,לא ידוע,עוגיות וניל צאנקס לב,גרמים,180.0,100 גרם,10.0,0.0556,עוגיות וניל צאנקס,לבדיקה ידנית
7290100704967,סוגת שימורי עדשים יר,לא ידוע,סוגת שימורי עדשים יר,גרמים,240.0,100 גרם,7.7,0.0321,סוגת שימורי עדשים,לבדיקה ידנית
7290018500644,פיתה כוסמין,לא ידוע,פיתה כוסמין,יח',1.0,יח',16.1,16.1,פיתה כוסמין,לבדיקה ידנית
7290018440247,תה צ'אי שקדים ויסוצק,לא ידוע,תה צ'אי שקדים ויסוצק,יח',1.0,יח',19.1,19.1,שקדים ויסוצק,לבדיקה ידנית
7290101113157,מאגדת גלידל וניל עוג,לא ידוע,מאגדת גלידל וניל עוג,יח',1.0,יח',23.9,23.9,מאגדת גלידל וניל עוג,לבדיקה ידנית
7290119776344,משקה מוגז בטעם פירות,לא ידוע,משקה מוגז בטעם פירות,ליטרים,1.5,ליטר,7.2,4.8,משקה מוגז פירות,לבדיקה ידנית
7290118077633,סכומון מתכת מעוצב רש,לא ידוע,סכומון מתכת מעוצב רש,יח',1.0,יח',40.4,40.4,סכומון מתכת מעוצב,לבדיקה ידנית
7290102392728,יוגורט ביו ביאנקו 2.,מולר,יוגורט ביו ביאנקו 2.,מיליליטרים,200.0,"100 מ""ל",4.0,0.02,יוגורט ביו ביאנקו,לבדיקה ידנית
7290102393039,יוגורט ביו קרמי מיקס,מולר,יוגורט ביו קרמי מיקס,מיליליטרים,170.0,"100 מ""ל",5.9,0.0347,יוגורט ביו קרמי מיקס,לבדיקה ידנית
7290018893241,ממרח אגוזי לוז 750גר,לא ידוע,ממרח אגוזי לוז 750גר,גרמים,750.0,100 גרם,20.2,0.0269,ממרח אגוזי לוז 750גר,לבדיקה ידנית
7290102393169,יוגורט סימפלי פרוט ב,מולר,יוגורט סימפלי פרוט ב,מיליליטרים,150.0,"100 מ""ל",5.5,0.0367,יוגורט סימפלי פרוט,לבדיקה ידנית
7290120129863,סט 6 חותמות עידוד,לא ידוע,סט 6 חותמות עידוד,יחידה,0.0,יחידה,13.1,0.0,חותמות עידוד,לבדיקה ידנית
9000101565287,פרסיל דיסקס סנסטיב 3,לא ידוע,פרסיל דיסקס סנסטיב 3,יח',1.0,יח',53.5,53.5,פרסיל דיסקס סנסטיב,לבדיקה ידנית
7290102393176,מולר סימפלי פרוט אפר,מולר,מולר סימפלי פרוט אפר,מיליליטרים,150.0,"100 מ""ל",5.5,0.0367,מולר סימפלי פרוט אפר,לבדיקה ידנית
7290019621591,לאגו וופל מילוי קרם,לא ידוע,לאגו וופל מילוי קרם,גרמים,96.0,100 גרם,14.9,0.1552,לאגו וופל מילוי קרם,לבדיקה ידנית
5413548280189,קינדר שוקובון 125 גר,קינדר,קינדר שוקובון 125 גר,גרמים,125.0,100 גרם,14.1,0.1128,קינדר שוקובון 125,לבדיקה ידנית
5701932026964,פופקורן למיקרוגל בתו,הוט פופ,פופקורן למיקרוגל בתו,גרמים,600.0,100 גרם,15.9,0.0265,פופקורן למיקרוגל בתו,לבדיקה ידנית
5701932026971,פופקורן למיקרוגל בטע,הוט פופ,פופקורן למיקרוגל בטע,גרמים,600.0,100 גרם,15.9,0.0265,פופקורן למיקרוגל בטע,לבדיקה ידנית
5701932026995,פופקורן למיקרוגל ליי,הוט פופ,פופקורן למיקרוגל ליי,גרמים,510.0,100 גרם,15.9,0.0312,פופקורן למיקרוגל ליי,לבדיקה ידנית
7290018857885,"חמאת בוטנים 1 ק""ג",לא ידוע,"חמאת בוטנים 1 ק""ג",גרמים,1000.0,100 גרם,34.9,0.0349,חמאת בוטנים,לבדיקה ידנית
7290115480214,סוד מרכך מרוכז 900 מ,לא ידוע,סוד מרכך מרוכז 900 מ,מיליליטרים,900.0,"100 מ""ל",11.9,0.0132,סוד מרכך מרוכז 900,לבדיקה ידנית
9000101512526,פרסיל קאפס לכביסה לב,לא ידוע,פרסיל קאפס לכביסה לב,יח',1.0,יח',35.3,35.3,פרסיל קאפס לכביסה,לבדיקה ידנית
7290110324858,מעדן שקדים בטעם אגוז,לא ידוע,מעדן שקדים בטעם אגוז,גרמים,125.0,100 גרם,3.9,0.0312,מעדן שקדים אגוז,לבדיקה ידנית
8718951265103,קולגייט מברשת אולטרה,לא ידוע,קולגייט מברשת אולטרה,ליטרים,1.0,ליטר,30.3,30.3,קולגייט מברשת אולטרה,לבדיקה ידנית
7290018893265,צ'וקטה עוגות אישיות,לא ידוע,צ'וקטה עוגות אישיות,גרמים,240.0,100 גרם,10.9,0.0454,וקטה עוגות אישיות,לבדיקה ידנית
7290002752349,סוכריות מנטה מנטוס 3,מנטוס,סוכריות מנטה מנטוס 3,גרמים,37.5,100 גרם,3.6,0.096,סוכריות מנטה מנטוס,לבדיקה ידנית
7290002752493,טיק טק מנטה רביעייה,טיק טק,טיק טק מנטה רביעייה,גרמים,64.0,100 גרם,12.0,0.1875,טיק מנטה רביעייה,לבדיקה ידנית
7290002753223,טיק טק תפוז רביעייה,טיק טק,טיק טק תפוז רביעייה,גרמים,64.0,100 גרם,12.0,0.1875,טיק תפוז רביעייה,לבדיקה ידנית
7290002753995,סוכריות עדשים לקישוט,ליימן-שליסל,סוכריות עדשים לקישוט,גרמים,150.0,100 גרם,18.7,0.1247,סוכריות עדשים לקישוט,לבדיקה ידנית
7290108353532,סנו סושי שקיות 100 י,לא ידוע,סנו סושי שקיות 100 י,יח',1.0,יח',28.9,28.9,סנו סושי שקיות 100,לבדיקה ידנית
7290003141159,יוגטה מרשמלו 180 גרם,יוגוטה,יוגטה מרשמלו 180 גרם,גרמים,180.0,100 גרם,6.9,0.0383,יוגטה מרשמלו,לבדיקה ידנית
7290003143139,סילאן קליית גת 900 ג,קליית גת,סילאן קליית גת 900 ג,גרמים,900.0,100 גרם,13.7,0.0152,סילאן קליית,לבדיקה ידנית
7290003143146,ממרח תמרים קליית 450,קליית גת,ממרח תמרים קליית 450,גרמים,450.0,100 גרם,6.0,0.0133,ממרח תמרים קליית 450,לבדיקה ידנית
7290003143276,יוגוטה מרשמלו רול 18,יוגוטה,יוגוטה מרשמלו רול 18,גרמים,180.0,100 גרם,6.9,0.0383,יוגוטה מרשמלו רול,לבדיקה ידנית
7290006805850,תערובת להכנת פנקייק,פילסברי,תערובת להכנת פנקייק,גרמים,500.0,100 גרם,18.0,0.036,תערובת להכנת פנקייק,לבדיקה ידנית
7290003060535,קמח חיטה לבן בהיר מנ,לא ידוע,קמח חיטה לבן בהיר מנ,יח',1.0,יח',7.0,7.0,קמח חיטה לבן בהיר,לבדיקה ידנית
7702174066631,סוכריות בטעמי פירות,פינפופ,סוכריות בטעמי פירות,גרמים,170.0,100 גרם,7.9,0.0465,סוכריות בטעמי פירות,לבדיקה ידנית
7702174068826,לקקן יוגטה עם סוכריי,יוגוטה,לקקן יוגטה עם סוכריי,גרמים,216.0,100 גרם,7.9,0.0366,לקקן יוגטה סוכריי,לבדיקה ידנית
7702174068833,לקקן בטעם גלידה יוגט,יוגוטה,לקקן בטעם גלידה יוגט,גרמים,216.0,100 גרם,7.9,0.0366,לקקן גלידה יוגט,לבדיקה ידנית
7290108353549,סנו סושי נייר אפייה,לא ידוע,סנו סושי נייר אפייה,יח',1.0,יח',19.9,19.9,סנו סושי נייר אפייה,לבדיקה ידנית
8000380003723,וופל אגוזים בציפוי ש,לואקר,וופל אגוזים בציפוי ש,גרמים,100.0,100 גרם,13.6,0.136,וופל אגוזים בציפוי,לבדיקה ידנית
8000380003761,וופל גרנד פטיסרי שוק,לואקר,וופל גרנד פטיסרי שוק,גרמים,100.0,100 גרם,13.6,0.136,וופל גרנד פטיסרי שוק,לבדיקה ידנית
7290016217988,גרבדלקס סלמון פרוס 1,לא ידוע,גרבדלקס סלמון פרוס 1,גרמים,100.0,100 גרם,18.0,0.18,גרבדלקס סלמון פרוס,לבדיקה ידנית
8000380004669,וופל סנדוויץ' קקאו ל,לואקר,וופל סנדוויץ' קקאו ל,גרמים,200.0,100 גרם,13.9,0.0695,וופל סנדוויץ קקאו,לבדיקה ידנית
8000380004676,קוביות וופל קרם וניל,לואקר,קוביות וופל קרם וניל,גרמים,200.0,100 גרם,13.9,0.0695,קוביות וופל קרם וניל,לבדיקה ידנית
8000380004881,קוביות וופל טירמיסו,לואקר,קוביות וופל טירמיסו,גרמים,220.0,100 גרם,16.9,0.0768,קוביות וופל טירמיסו,לבדיקה ידנית
8000380004911,וופל קואדרטיני אגוזי,לואקר,וופל קואדרטיני אגוזי,גרמים,250.0,100 גרם,16.9,0.0676,וופל קואדרטיני אגוזי,לבדיקה ידנית
8000380004966,קוביות וופל בטעם קקא,לואקר,קוביות וופל בטעם קקא,גרמים,250.0,100 גרם,16.9,0.0676,קוביות וופל קקא,לבדיקה ידנית
5000204115048,גלייד ארוסול בניחוח,לא ידוע,גלייד ארוסול בניחוח,מיליליטרים,300.0,"100 מ""ל",9.0,0.03,גלייד ארוסול בניחוח,לבדיקה ידנית
8000380005598,טורטינה מריר לואקר 1,לואקר,טורטינה מריר לואקר 1,גרמים,125.0,100 גרם,18.9,0.1512,טורטינה מריר לואקר,לבדיקה ידנית
7290112964724,טבעול המבורגר טבעוני,לא ידוע,טבעול המבורגר טבעוני,גרמים,580.0,100 גרם,29.9,0.0516,טבעול המבורגר טבעוני,לבדיקה ידנית
7622201809188,מילקה ביסקויט 150 גר,לא ידוע,מילקה ביסקויט 150 גר,גרמים,150.0,100 גרם,14.0,0.0933,מילקה ביסקויט 150,לבדיקה ידנית
8000500353738,טיק טק מנטה חזק 64 ג,לא ידוע,טיק טק מנטה חזק 64 ג,גרמים,64.0,100 גרם,12.0,0.1875,טיק מנטה חזק,לבדיקה ידנית
8000380007219,וופל בטעם אגוזים לוא,לואקר,וופל בטעם אגוזים לוא,גרמים,175.0,100 גרם,13.9,0.0794,וופל אגוזים לוא,לבדיקה ידנית
7290018893456,צ'וקטה עוגות אישיות,לא ידוע,צ'וקטה עוגות אישיות,גרמים,300.0,100 גרם,14.0,0.0467,וקטה עוגות אישיות,לבדיקה ידנית
7290112002129,קולון ג'ל 2.5 לי ניח,לא ידוע,קולון ג'ל 2.5 לי ניח,יח',1.0,יח',29.1,29.1,קולון ניח,לבדיקה ידנית
8000380007257,וופל בטעם אגוזים לוא,לואקר,וופל בטעם אגוזים לוא,גרמים,200.0,100 גרם,16.1,0.0805,וופל אגוזים לוא,לבדיקה ידנית
8000380007264,וופל בטעם קקאו לואקר,לואקר,וופל בטעם קקאו לואקר,גרמים,175.0,100 גרם,13.9,0.0794,וופל קקאו לואקר,לבדיקה ידנית
7290108356229,ג'ל גילוח לעור עדין,לא ידוע,ג'ל גילוח לעור עדין,מיליליטרים,200.0,"100 מ""ל",11.9,0.0595,גילוח לעור עדין,לבדיקה ידנית
8000380106028,טורטינה לואקר 125 גר,לואקר,טורטינה לואקר 125 גר,גרמים,125.0,100 גרם,18.9,0.1512,טורטינה לואקר 125,לבדיקה ידנית
8000380144044,גרדנה וופל מצופה שוק,לואקר,גרדנה וופל מצופה שוק,גרמים,200.0,100 גרם,16.1,0.0805,גרדנה וופל מצופה שוק,לבדיקה ידנית
5566774572488,זוג מברשות שיניים רמ,לא ידוע,זוג מברשות שיניים רמ,יח',1.0,יח',7.8,7.8,זוג מברשות שיניים,לבדיקה ידנית
7290108620030,יין קפיטל מרלו יבש א,לא ידוע,יין קפיטל מרלו יבש א,מיליליטרים,750.0,"100 מ""ל",54.9,0.0732,יין קפיטל מרלו יבש,לבדיקה ידנית
7290107950190,מעדן שטראוס דיאט שוק,שטראוס,מעדן שטראוס דיאט שוק,גרמים,130.0,100 גרם,3.4,0.0262,מעדן שטראוס דיאט שוק,לבדיקה ידנית
8000380153534,טורטינה וויט שישיה 1,לואקר,טורטינה וויט שישיה 1,גרמים,125.0,100 גרם,18.9,0.1512,טורטינה וויט שישיה,לבדיקה ידנית
8000500009673,בונבוניירת פררו רושה,פררו רושר,בונבוניירת פררו רושה,גרמים,300.0,100 גרם,50.0,0.1667,בונבוניירת פררו רושה,לבדיקה ידנית
8000500023624,חטיף הפי היפו קינדר,קינדר,חטיף הפי היפו קינדר,גרמים,100.0,100 גרם,14.7,0.147,חטיף הפי היפו קינדר,לבדיקה ידנית
7290119372607,"פלטינום נטול בד""צ 20",לא ידוע,"פלטינום נטול בד""צ 20",גרמים,200.0,100 גרם,34.9,0.1745,פלטינום נטול,לבדיקה ידנית
7290102393190,יוגורט סימפלי פרוט ב,מולר,יוגורט סימפלי פרוט ב,מיליליטרים,150.0,"100 מ""ל",5.5,0.0367,יוגורט סימפלי פרוט,לבדיקה ידנית
7290017907604,תמי פירורי לחם מוזהב,לא ידוע,תמי פירורי לחם מוזהב,גרמים,200.0,100 גרם,19.1,0.0955,תמי פירורי לחם מוזהב,לבדיקה ידנית
7290005692543,נקניקיות מרגז חריפות,לא ידוע,נקניקיות מרגז חריפות,יח',1.0,יח',63.6,63.6,נקניקיות מרגז חריפות,לבדיקה ידנית
7290114310611,משקה חלב בננה 250 מל,לא ידוע,משקה חלב בננה 250 מל,מיליליטרים,250.0,"100 מ""ל",5.7,0.0228,משקה חלב בננה,לבדיקה ידנית
7290102393268,גבינה לבנה 5% טרה 75,טרה,גבינה לבנה 5% טרה 75,גרמים,750.0,100 גרם,16.9,0.0225,גבינה לבנה טרה,לבדיקה ידנית
7290102393299,יוגורט עיזים 3% משק,משק צוריאל,יוגורט עיזים 3% משק,מיליליטרים,500.0,"100 מ""ל",15.0,0.03,יוגורט עיזים משק,לבדיקה ידנית
7290102393718,גבינת חלומי מחלב בקר,משק צוריאל,גבינת חלומי מחלב בקר,גרמים,200.0,100 גרם,22.9,0.1145,גבינת חלומי מחלב בקר,לבדיקה ידנית
7290104964947,תרחיץ פנים 300מל +מש,לא ידוע,תרחיץ פנים 300מל +מש,מטרים,300.0,100 מ'ל,29.9,0.0997,תרחיץ פנים,לבדיקה ידנית
7290117265604,גרעיני תירס מתוק 335,לא ידוע,גרעיני תירס מתוק 335,גרמים,335.0,100 גרם,7.5,0.0224,גרעיני תירס מתוק 335,לבדיקה ידנית
7290108354911,"קרמה מן 3ב1 500 מ""ל",לא ידוע,"קרמה מן 3ב1 500 מ""ל",מיליליטרים,500.0,"100 מ""ל",14.9,0.0298,קרמה 3ב1 500,לבדיקה ידנית
8720701141360,שוקולד טוניס שוקולונ,לא ידוע,שוקולד טוניס שוקולונ,גרמים,180.0,100 גרם,18.1,0.1006,שוקולד טוניס שוקולונ,לבדיקה ידנית
8714789993775,קולגייט מברשות ילדים,לא ידוע,קולגייט מברשות ילדים,גרמים,2.0,גרם,17.9,8.95,קולגייט מברשות ילדים,לבדיקה ידנית
9000101565638,פרסיל דיסקס היגייני,לא ידוע,פרסיל דיסקס היגייני,יח',1.0,יח',53.5,53.5,פרסיל דיסקס היגייני,לבדיקה ידנית
7290017647722,גמלא בלאנקו לבן יבש,לא ידוע,גמלא בלאנקו לבן יבש,מיליליטרים,750.0,"100 מ""ל",64.9,0.0865,גמלא בלאנקו לבן יבש,לבדיקה ידנית
8004800002556,לאגו קוביות וופל מיל,לא ידוע,לאגו קוביות וופל מיל,גרמים,200.0,100 גרם,14.9,0.0745,לאגו קוביות וופל מיל,לבדיקה ידנית
3858887585205,סומרסבי מנגו ליים,לא ידוע,סומרסבי מנגו ליים,יחידה,0.0,יחידה,9.0,0.0,סומרסבי מנגו ליים,לבדיקה ידנית
7290121134057,מטבוחה אסלי בקטנה 12,לא ידוע,מטבוחה אסלי בקטנה 12,גרמים,125.0,100 גרם,4.9,0.0392,מטבוחה אסלי בקטנה,לבדיקה ידנית
8718951675681,קולגייט אופטיק וויט,לא ידוע,קולגייט אופטיק וויט,יח',1.0,יח',24.9,24.9,קולגייט אופטיק וויט,לבדיקה ידנית
7290015172073,דים סאם גיוזה פיטריו,לא ידוע,דים סאם גיוזה פיטריו,גרמים,300.0,100 גרם,29.8,0.0993,דים סאם גיוזה פיטריו,לבדיקה ידנית
8004800004017,לאגו מילוי קרם אגוזי,לא ידוע,לאגו מילוי קרם אגוזי,גרמים,190.0,100 גרם,14.9,0.0784,לאגו מילוי קרם אגוזי,לבדיקה ידנית
8720701141384,שוקולד טוניס שוקולונ,לא ידוע,שוקולד טוניס שוקולונ,גרמים,180.0,100 גרם,18.1,0.1006,שוקולד טוניס שוקולונ,לבדיקה ידנית
7290108357912,כיף תחליב רחצה 1.4 ל,לא ידוע,כיף תחליב רחצה 1.4 ל,מיליליטרים,1400.0,"100 מ""ל",18.9,0.0135,כיף תחליב רחצה,לבדיקה ידנית
7290116516202,שלישיית גרבי נשים עק,לא ידוע,שלישיית גרבי נשים עק,יח',1.0,יח',20.0,20.0,שלישיית גרבי נשים,לבדיקה ידנית
4800888219534,דאב סטיק נשים אורגינ,לא ידוע,דאב סטיק נשים אורגינ,גרמים,50.0,100 גרם,14.9,0.298,דאב סטיק נשים אורגינ,לבדיקה ידנית
7290102393947,יוגורט ביו קיווי 3%,מולר,יוגורט ביו קיווי 3%,מיליליטרים,150.0,"100 מ""ל",5.5,0.0367,יוגורט ביו קיווי,לבדיקה ידנית
7290102394081,יוגורט ביו קרמי מיקס,מולר,יוגורט ביו קרמי מיקס,מיליליטרים,170.0,"100 מ""ל",5.9,0.0347,יוגורט ביו קרמי מיקס,לבדיקה ידנית
7290112011008,רוטב ברביקיו 560גר ר,לא ידוע,רוטב ברביקיו 560גר ר,גרמים,560.0,100 גרם,10.0,0.0179,רוטב ברביקיו 560גר,לבדיקה ידנית
7290113470941,כפפות ניטרל S שחור(1,לא ידוע,כפפות ניטרל S שחור(1,יח',1.0,יח',19.9,19.9,כפפות ניטרל s שחור,לבדיקה ידנית
7290111357923,חמאת בוטנים שברי בוט,לא ידוע,חמאת בוטנים שברי בוט,גרמים,300.0,100 גרם,14.9,0.0497,חמאת בוטנים שברי בוט,לבדיקה ידנית
7290014749887,עוף טוב שניצל עוף דק,לא ידוע,עוף טוב שניצל עוף דק,גרמים,720.0,100 גרם,39.9,0.0554,עוף טוב שניצל עוף,לבדיקה ידנית
4000539280726,לינדט אקסלנס 70% 100,לא ידוע,לינדט אקסלנס 70% 100,גרמים,100.0,100 גרם,22.7,0.227,לינדט אקסלנס 100,לבדיקה ידנית
7290112490599,חרדל צרפתי עם גרגירי,לא ידוע,חרדל צרפתי עם גרגירי,גרמים,350.0,100 גרם,13.1,0.0374,חרדל צרפתי גרגירי,לבדיקה ידנית
7290101114161,פלדמן גלידה תות לימו,לא ידוע,פלדמן גלידה תות לימו,מטרים,2000.0,100 מ'ל,19.9,0.0099,פלדמן גלידה תות לימו,לבדיקה ידנית
4009300011958,פמפדור ניו יורק צ'אי,לא ידוע,פמפדור ניו יורק צ'אי,גרמים,30.0,100 גרם,15.9,0.53,פמפדור ניו יורק,לבדיקה ידנית
7290112198457,פיצה מרגריטה קפואה 3,לא ידוע,פיצה מרגריטה קפואה 3,יח',1.0,יח',34.9,34.9,פיצה מרגריטה קפואה,לבדיקה ידנית
7290019229988,טופ אבקת כביסה 2.5 ק,לא ידוע,טופ אבקת כביסה 2.5 ק,יח',2.5,יח',15.1,6.04,טופ אבקת כביסה,לבדיקה ידנית
7290116055695,כוסות שתיה חמה 40 יח,לא ידוע,כוסות שתיה חמה 40 יח,יח',1.0,יח',5.0,5.0,כוסות שתיה חמה,לבדיקה ידנית
7290019167105,קינוחי עדן עוגת פירו,לא ידוע,קינוחי עדן עוגת פירו,גרמים,92.0,100 גרם,7.5,0.0815,קינוחי עדן עוגת פירו,לבדיקה ידנית
4009900482967,סוכריות סקיטלס חמוצי,לא ידוע,סוכריות סקיטלס חמוצי,גרמים,152.0,100 גרם,11.5,0.0757,סוכריות סקיטלס חמוצי,לבדיקה ידנית
7290108354270,מקסימה מרכך כביסה מר,לא ידוע,מקסימה מרכך כביסה מר,ליטרים,1.0,ליטר,18.8,18.8,מקסימה מרכך כביסה,לבדיקה ידנית
7290108354249,סנו קליר 1ליטר בתוספ,לא ידוע,סנו קליר 1ליטר בתוספ,ליטרים,1.0,ליטר,9.9,9.9,סנו קליר בתוספ,לבדיקה ידנית
7290017065878,מק אנד צ'יז 200 גר,לא ידוע,מק אנד צ'יז 200 גר,גרמים,200.0,100 גרם,16.9,0.0845,אנד 200,לבדיקה ידנית
7290109921372,אסטוניש לתנורים+פרש,לא ידוע,אסטוניש לתנורים+פרש,יח',1.0,יח',16.0,16.0,אסטוניש לתנוריםפרש,לבדיקה ידנית
